QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI,#(C&I),#C,#I,LOC,AC,EC,Abs,Ins,ND,WMC,MCC,NBD,LOC,#Pa,#MC,#AF
<Field>org.openqa.selenium.docker.v1_40.StopContainer->client,final client : HttpHandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.docker.v1_40.V140Docker,V140Docker,low-medium,medium-high,low-medium,low-medium,15,92,15,1,0,10,62,53,7,1,8,0,0,0.75,0.667,0.25,0,0,,,,62,,,,,,10,,,,,,
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public V140Docker( HttpHandler ): void,V140Docker( HttpHandler ): void,low,medium-high,low,low,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,1,1,7
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public create( ContainerInfo ): Container,create( ContainerInfo ): Container,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,3,2
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public deleteContainer( ContainerId ): void,deleteContainer( ContainerId ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,3,2
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public exists( ContainerId ): boolean,exists( ContainerId ): boolean,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,4,2
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public getImage( String ): Image,getImage( String ): Image,low,low-medium,low,low,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,15,1,14,6
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public startContainer( ContainerId ): void,startContainer( ContainerId ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,3,2
"<Method>org.openqa.selenium.docker.v1_40.V140Docker.public stopContainer( ContainerId, Duration ): void","stopContainer( ContainerId, Duration ): void",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,4,2
<Method>org.openqa.selenium.docker.v1_40.V140Docker.public version( ): String,version( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Field>org.openqa.selenium.docker.v1_40.V140Docker->containerExists,final containerExists : ContainerExists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->createContainer,final createContainer : CreateContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->deleteContainer,final deleteContainer : DeleteContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->listImages,final listImages : ListImages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->pullImage,final pullImage : PullImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->startContainer,final startContainer : StartContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->stopContainer,final stopContainer : StopContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.docker.v1_40.V140Docker->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.edge,org.openqa.selenium.edge,low,low,low,low,,,,,,34,125,,,,,,,,,,,,5,5,0,125,2,4,0,0.667,0.333,34,,,,,,
org.openqa.selenium.edge.EdgeDriver,EdgeDriver,low-medium,low-medium,low,low,6,26,3,3,0,5,11,10,0,0,5,0,0,0,0.5,0,0,0,,,,11,,,,,,5,,,,,,
<Method>org.openqa.selenium.edge.EdgeDriver.public EdgeDriver( ): void,EdgeDriver( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.openqa.selenium.edge.EdgeDriver.public EdgeDriver( Capabilities ): void,EdgeDriver( Capabilities ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,2,0
<Method>org.openqa.selenium.edge.EdgeDriver.public EdgeDriver( EdgeDriverService ): void,EdgeDriver( EdgeDriverService ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
"<Method>org.openqa.selenium.edge.EdgeDriver.public EdgeDriver( EdgeDriverService, EdgeOptions ): void","EdgeDriver( EdgeDriverService, EdgeOptions ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
<Method>org.openqa.selenium.edge.EdgeDriver.public EdgeDriver( EdgeOptions ): void,EdgeDriver( EdgeOptions ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
org.openqa.selenium.edge.EdgeDriverInfo,EdgeDriverInfo,low-medium,low-medium,low,low,7,34,11,2,0,9,32,30,0,0,6,0,1,0,0.333,0,0,0.333,,,,32,,,,,,9,,,,,,
<Method>org.openqa.selenium.edge.EdgeDriverInfo.public createDriver( Capabilities ): Optional,createDriver( Capabilities ): Optional,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,1,4,0
<Method>org.openqa.selenium.edge.EdgeDriverInfo.public getCanonicalCapabilities( ): Capabilities,getCanonicalCapabilities( ): Capabilities,low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.edge.EdgeDriverInfo.public getDisplayName( ): String,getDisplayName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.edge.EdgeDriverInfo.public getMaximumSimultaneousSessions( ): int,getMaximumSimultaneousSessions( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,2,0
<Method>org.openqa.selenium.edge.EdgeDriverInfo.public isAvailable( ): boolean,isAvailable( ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,0,1,0
<Method>org.openqa.selenium.edge.EdgeDriverInfo.public isSupporting( Capabilities ): boolean,isSupporting( Capabilities ): boolean,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,1,7,0
org.openqa.selenium.edge.EdgeDriverService,EdgeDriverService,low-medium,low,low-medium,low,0,20,3,2,0,2,77,11,0,5,1,1,0,0,0.417,1,0,0,,,,77,,,,,,2,,,,,,
org.openqa.selenium.edge.EdgeDriverService.Builder,Builder,low,low,low,low,5,67,13,2,0,17,60,54,3,0,7,0,0,0.667,0.746,1,0,0,,,,60,,,,,,17,,,,,,
"<Method>org.openqa.selenium.edge.EdgeDriverService.public EdgeDriverService( File, int, Duration, List, Map ): void","EdgeDriverService( File, int, Duration, List, Map ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,5,2,0
<Method>org.openqa.selenium.edge.EdgeDriverService.public static createDefaultService( ): EdgeDriverService,static createDefaultService( ): EdgeDriverService,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,0
<Field>org.openqa.selenium.edge.EdgeDriverService->EDGE_DRIVER_ALLOWED_IPS_PROPERTY,static final EDGE_DRIVER_ALLOWED_IPS_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edge.EdgeDriverService->EDGE_DRIVER_EXE_PROPERTY,static final EDGE_DRIVER_EXE_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edge.EdgeDriverService->EDGE_DRIVER_LOG_PROPERTY,static final EDGE_DRIVER_LOG_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edge.EdgeDriverService->EDGE_DRIVER_SILENT_OUTPUT_PROPERTY,static final EDGE_DRIVER_SILENT_OUTPUT_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edge.EdgeDriverService->EDGE_DRIVER_VERBOSE_LOG_PROPERTY,static final EDGE_DRIVER_VERBOSE_LOG_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.edge.EdgeOptions,EdgeOptions,medium-high,low,low,low,2,1,0,4,0,1,5,2,0,2,1,0,0,0,0,0,0,0,,,,5,,,,,,1,,,,,,
<Method>org.openqa.selenium.edge.EdgeOptions.public EdgeOptions( ): void,EdgeOptions( ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Field>org.openqa.selenium.edge.EdgeOptions->CAPABILITY,static final CAPABILITY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edge.EdgeOptions->USE_CHROMIUM,static final USE_CHROMIUM : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.edgehtml,org.openqa.selenium.edgehtml,low,low,low,low,,,,,,29,109,,,,,,,,,,,,5,5,0,109,0,4,0,1,0,29,,,,,,
org.openqa.selenium.edgehtml.EdgeHtmlDriver,EdgeHtmlDriver,low-medium,low,low,low,5,21,2,2,0,4,8,7,0,0,4,0,0,0,0.333,0,0,0,,,,8,,,,,,4,,,,,,
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriver.public EdgeHtmlDriver( ): void,EdgeHtmlDriver( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriver.public EdgeHtmlDriver( EdgeHtmlDriverService ): void,EdgeHtmlDriver( EdgeHtmlDriverService ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
"<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriver.public EdgeHtmlDriver( EdgeHtmlDriverService, EdgeHtmlOptions ): void","EdgeHtmlDriver( EdgeHtmlDriverService, EdgeHtmlOptions ): void",low,low-medium,low,low,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriver.public EdgeHtmlDriver( EdgeHtmlOptions ): void,EdgeHtmlDriver( EdgeHtmlOptions ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,0
org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo,EdgeHtmlDriverInfo,low,low-medium,low,low,7,36,9,1,0,8,31,29,0,0,6,0,0,0,0.333,0,0,0,,,,31,,,,,,8,,,,,,
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo.public createDriver( Capabilities ): Optional,createDriver( Capabilities ): Optional,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,4,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo.public getCanonicalCapabilities( ): Capabilities,getCanonicalCapabilities( ): Capabilities,low,low-medium,low,low,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo.public getDisplayName( ): String,getDisplayName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo.public getMaximumSimultaneousSessions( ): int,getMaximumSimultaneousSessions( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo.public isAvailable( ): boolean,isAvailable( ): boolean,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,7,0,1,0
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverInfo.public isSupporting( Capabilities ): boolean,isSupporting( Capabilities ): boolean,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,6,0
org.openqa.selenium.edgehtml.EdgeHtmlDriverService,EdgeHtmlDriverService,low-medium,low,low-medium,low,0,19,1,2,0,3,60,11,0,3,2,1,0,0,0.333,1,0,0,,,,60,,,,,,3,,,,,,
org.openqa.selenium.edgehtml.EdgeHtmlDriverService.Builder,Builder,low,low,low,low,5,66,12,2,0,12,45,41,1,0,5,0,0,0,0.7,1,0,0,,,,45,,,,,,12,,,,,,
"<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverService.public EdgeHtmlDriverService( File, int, Duration, List, Map ): void","EdgeHtmlDriverService( File, int, Duration, List, Map ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,0,0
"<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverService.public EdgeHtmlDriverService( File, int, List, Map ): void","EdgeHtmlDriverService( File, int, List, Map ): void",low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,0,1
<Method>org.openqa.selenium.edgehtml.EdgeHtmlDriverService.public static createDefaultService( ): EdgeHtmlDriverService,static createDefaultService( ): EdgeHtmlDriverService,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,1,0
<Field>org.openqa.selenium.edgehtml.EdgeHtmlDriverService->EDGEHTML_DRIVER_EXE_PROPERTY,static final EDGEHTML_DRIVER_EXE_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edgehtml.EdgeHtmlDriverService->EDGEHTML_DRIVER_LOG_PROPERTY,static final EDGEHTML_DRIVER_LOG_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edgehtml.EdgeHtmlDriverService->EDGEHTML_DRIVER_VERBOSE_LOG_PROPERTY,static final EDGEHTML_DRIVER_VERBOSE_LOG_PROPERTY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.edgehtml.EdgeHtmlOptions,EdgeHtmlOptions,low-medium,low,low,low,4,17,3,3,0,2,10,7,0,2,2,0,0,0,0.25,1,0,0,,,,10,,,,,,2,,,,,,
<Method>org.openqa.selenium.edgehtml.EdgeHtmlOptions.public EdgeHtmlOptions( ): void,EdgeHtmlOptions( ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,2,1
<Method>org.openqa.selenium.edgehtml.EdgeHtmlOptions.public merge( Capabilities ): EdgeHtmlOptions,merge( Capabilities ): EdgeHtmlOptions,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,0
<Field>org.openqa.selenium.edgehtml.EdgeHtmlOptions->CAPABILITY,static final CAPABILITY : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.edgehtml.EdgeHtmlOptions->USE_CHROMIUM,static final USE_CHROMIUM : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.events,org.openqa.selenium.events,low,low,low,low,,,,,,19,59,,,,,,,,,,,,3,2,1,59,23,3,0.333,0.115,0.552,19,,,,,,
org.openqa.selenium.events.Event,Event,low,low,low,low-medium,3,35,12,1,6,10,37,32,3,1,9,0,0,0.625,0.644,0.611,0,0,,,,37,,,,,,10,,,,,,
"<Method>org.openqa.selenium.events.Event.public Event( Type, Object ): void","Event( Type, Object ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,0
"<Method>org.openqa.selenium.events.Event.public Event( UUID, Type, Object ): void","Event( UUID, Type, Object ): void",low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,3,3,4
<Method>org.openqa.selenium.events.Event.public equals( Object ): boolean,equals( Object ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,1,9,0
<Method>org.openqa.selenium.events.Event.public getData( Type ): T,getData( Type ): T,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2
<Method>org.openqa.selenium.events.Event.public getId( ): UUID,getId( ): UUID,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.events.Event.public getRawData( ): String,getRawData( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.events.Event.public getType( ): Type,getType( ): Type,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.events.Event.public hashCode( ): int,hashCode( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,3,1
<Method>org.openqa.selenium.events.Event.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,0,5,3
<Field>org.openqa.selenium.events.Event->data,final data : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.Event->id,final id : UUID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.Event->type,final type : Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.Event->JSON,static final JSON : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.events.EventBus,EventBus,low,low,low,low,2,3,0,1,3,3,4,3,0,0,3,0,0,0,0.5,0,0,0,,,,4,,,,,,3,,,,,,
"<Method>org.openqa.selenium.events.EventBus.public abstract addListener( Type, Consumer ): void","addListener( Type, Consumer ): void",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
<Method>org.openqa.selenium.events.EventBus.public abstract close( ): void,close( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
<Method>org.openqa.selenium.events.EventBus.public abstract fire( Event ): void,fire( Event ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0
org.openqa.selenium.events.Type,Type,low,low,low,low,1,8,3,1,0,6,18,16,1,0,5,0,0,0,0.533,0,0,0,,,,18,,,,,,6,,,,,,
<Method>org.openqa.selenium.events.Type.public Type( String ): void,Type( String ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
<Method>org.openqa.selenium.events.Type.public equals( Object ): boolean,equals( Object ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,1,2
<Method>org.openqa.selenium.events.Type.public getName( ): String,getName( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,1
<Method>org.openqa.selenium.events.Type.public hashCode( ): int,hashCode( ): int,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Method>org.openqa.selenium.events.Type.public toString( ): String,toString( ): String,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,1
<Field>org.openqa.selenium.events.Type->name,final name : String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.events.local,org.openqa.selenium.events.local,low,low,low,low,,,,,,9,32,,,,,,,,,,,,2,2,0,32,0,1,0,1,0,9,,,,,,
org.openqa.selenium.events.local.GuavaEventBus,GuavaEventBus,low,low,low,low-medium,4,10,4,1,0,6,32,19,1,0,5,1,0,0,0.667,0.933,0,0,,,,32,,,,,,6,,,,,,
org.openqa.selenium.events.local.GuavaEventBus.Listener,Listener,low,low,low,low,3,7,4,1,0,3,10,7,2,0,2,0,0,0,0.375,0,1,0,,,,10,,,,,,3,,,,,,
<Method>org.openqa.selenium.events.local.GuavaEventBus.public GuavaEventBus( ): void,GuavaEventBus( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0
"<Method>org.openqa.selenium.events.local.GuavaEventBus.public addListener( Type, Consumer ): void","addListener( Type, Consumer ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,1,1
<Method>org.openqa.selenium.events.local.GuavaEventBus.public close( ): void,close( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,2,2
<Method>org.openqa.selenium.events.local.GuavaEventBus.public fire( Event ): void,fire( Event ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,0
<Method>org.openqa.selenium.events.local.GuavaEventBus.public isReady( ): boolean,isReady( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,0,0
<Method>org.openqa.selenium.events.local.GuavaEventBus.public static create( Config ): GuavaEventBus,static create( Config ): GuavaEventBus,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0
<Field>org.openqa.selenium.events.local.GuavaEventBus->allListeners,final allListeners : List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Package>org.openqa.selenium.events.zeromq,org.openqa.selenium.events.zeromq,low,low,low,low,,,,,,28,192,,,,,,,,,,,,5,5,0,192,0,4,0,1,0,28,,,,,,
org.openqa.selenium.events.zeromq.BoundZmqEventBus,BoundZmqEventBus,low,low,low-medium,low-medium,3,29,15,1,0,12,79,41,2,1,5,0,0,0.75,0.64,0.333,0,0,,,,79,,,,,,12,,,,,,
org.openqa.selenium.events.zeromq.BoundZmqEventBus.Addresses,Addresses,low,low,low,low,0,3,1,1,0,2,11,7,3,0,2,0,0,0.333,0.333,0,0,0,,,,11,,,,,,2,,,,,,
"<Method>org.openqa.selenium.events.zeromq.BoundZmqEventBus.public addListener( Type, Consumer ): void","addListener( Type, Consumer ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1
<Method>org.openqa.selenium.events.zeromq.BoundZmqEventBus.public close( ): void,close( ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,0,2,2
"<Method>org.openqa.selenium.events.zeromq.BoundZmqEventBus.private deriveAddresses( String, String ): Addresses","deriveAddresses( String, String ): Addresses",low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,26,2,13,1
<Method>org.openqa.selenium.events.zeromq.BoundZmqEventBus.public fire( Event ): void,fire( Event ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
<Method>org.openqa.selenium.events.zeromq.BoundZmqEventBus.public isReady( ): boolean,isReady( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Field>org.openqa.selenium.events.zeromq.BoundZmqEventBus->delegate,final delegate : UnboundZmqEventBus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.BoundZmqEventBus->executor,final executor : ExecutorService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.BoundZmqEventBus->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.events.zeromq.Topic,Topic,low,low,low,low,3,10,6,1,0,4,11,8,2,0,3,0,0,0.5,0.5,0,1,0,,,,11,,,,,,4,,,,,,
<Method>org.openqa.selenium.events.zeromq.Topic. Topic( Type ): void, Topic( Type ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
<Method>org.openqa.selenium.events.zeromq.Topic. addListener( Consumer ): void, addListener( Consumer ): void,low,low,low,low,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1
<Method>org.openqa.selenium.events.zeromq.Topic.public fire( Event ): void,fire( Event ): void,low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,4,2
<Field>org.openqa.selenium.events.zeromq.Topic->listeners,final listeners : List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.Topic->type,final type : Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.events.zeromq.UnboundZmqEventBus,UnboundZmqEventBus,low,low,low-medium,low-medium,4,20,15,1,0,8,86,28,3,2,5,0,0,1.067,0.64,0.833,2,0,,,,86,,,,,,8,,,,,,
"<Method>org.openqa.selenium.events.zeromq.UnboundZmqEventBus.public addListener( Type, Consumer ): void","addListener( Type, Consumer ): void",low,low,low,low,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,2,4,1
<Method>org.openqa.selenium.events.zeromq.UnboundZmqEventBus.public close( ): void,close( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,7,0,1,1
<Method>org.openqa.selenium.events.zeromq.UnboundZmqEventBus.public fire( Event ): void,fire( Event ): void,low,low,low,low,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,1,9,0
<Method>org.openqa.selenium.events.zeromq.UnboundZmqEventBus.public isReady( ): boolean,isReady( ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,0,1,1
<Method>org.openqa.selenium.events.zeromq.UnboundZmqEventBus.private isSubAddressIPv6( String ): boolean,isSubAddressIPv6( String ): boolean,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,4,1
<Field>org.openqa.selenium.events.zeromq.UnboundZmqEventBus->executor,final executor : ExecutorService,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.UnboundZmqEventBus->listeners,final listeners : Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.UnboundZmqEventBus->recentMessages,final recentMessages : Queue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.UnboundZmqEventBus->JSON,static final JSON : Json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<Field>org.openqa.selenium.events.zeromq.UnboundZmqEventBus->LOG,static final LOG : Logger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.openqa.selenium.events.zeromq.ZeroMqEventBus,ZeroMqEventBus,low,low,low,low,2,8,4,1,0,2,16,10,0,1,1,1,0,0,0.25,0,0,0,,,,16,,,,,,2,,,,,,
<Method>org.openqa.selenium.events.zeromq.ZeroMqEventBus.private ZeroMqEventBus( ): void,ZeroMqEventBus( ): void,low,low,low,low,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0
